,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
10,Beca Data Analyst (ING),-1,"Extracción de datos y análisis posterior de los mismos.
Valorable: conocimientos sencillos en programación.
Formación: Ingeniería, Matemáticas, Administración y Dirección de Empresas o similares.
Posibilidad de realizar convenio con algún Centro de Formación, Universidad, etc.",-1,TEMPOTEL,Madrid,-1,-1,-1,-1,-1,-1,-1,-1
11,Data Analyst / Analista de datos - Data Science,-1,"Quieres continuar desarrollando tu carrera profesional en el área BigData, en el proyecto líder nacional de ámbito Datascience y Machine Learning?

¡En Quental tenemos la oportunidad perfecta para ti!

Estamos seleccionando, para un cliente de primer nivel Internacional del sector financiero, situado en Boadilla del Monte, Madrid, Ingenieros para la explotación, tratamiento y validación de la calidad del dato, con experiencia en lenguajes SQL y Python o R para ampliar nuestro equipo del área Innovación, trabajando sobre la explotación de datalakes y validación de la calidad del dato colaborando en los planes de pruebas para la posterior creación de soluciones analíticas pioneras en el plano nacional.

¿Qué podemos ofrecerte?

Desarrollo profesional en el principal proyecto de Business Analytics de España.
Entorno salarial negociable en función de la experiencia aportada.
Plan de carrera profesional y formación garantizada.
25 días vacaciones
Lugar de trabajo: Boadilla del Monte (Madrid).
Horario: L a J: 09:00-18:30 Hrs y V: 09:00-14:00

CATEGORIA
Informática y telecomunicaciones

DEPARTAMENTO
Big Data / Analytics

NIVEL
Empleado

NÚMERO DE VACANTES
2

EXPERIENCIA MÍNIMA
: No Requerida

EXPERIENCIA MÍNIMA
Al menos 1 año

REQUISITOS DESEADOS
Experiencia en desarrollos SQL
Experiencia en validación de calidad de los datos en ecosistemas BigData
JORNADA LABORAL
Completa",-1,Quental Technologies S.L.,Madrid,-1,-1,-1,-1,-1,-1,-1,-1
12,Data Analyst – Big Data & Analytics,-1,"Data Analyst – Big Data & Analytics

At SATEC – a 30-year-old Spanish Multinational System Integrator, we are looking for a big data analyst with previous experience, solid technical skills, high learning capacity and a client-oriented mindset.

As a Big Data Analyst, you will be in contact with many technologies in the company such as Big Data, Machine Learning and Natural Language Processing and you will be involved in different projects for top-tier clients in Spain.

Requirements

Demonstrable knowledge and experience in any of the following technologies:
Hadoop ecosystem distributed storage and processing technologies: HDFS, HBase, Sqoop, Flume, Storm, Yarn, Hive, Spark (Spark SQL, Spark Streaming), Apache Flink, Apex
Solutions based on the Map Reduce paradigm
Indexing engines: Apache Solr, Elastic
Installation and configuration of distributions: Hortonworks or Cloudera
Implementation of complete data cycle, from intake and processing (Batch and NRT), to the creation of metadata and consumption layer
Proven track record in project implementation based on:
Java (j2EE), Python PySpark, Javascript
No-SQL (MongoDB / Cassandra / NEO4J) databases
Relational databases: Oracle / PostgreSQL / MySQL
ETL tools: Talend, Pentaho, Kettle, Apache NIFI
Microservice-oriented architectures
Dockers
Advanced knowledge of Unix / Linux environments

What you can expect from us:
Open space in a modern office in Madrid
Lots of possibilities for professional development
International team
Friendly and supportive colleagues
Competitive compensation package
Free coffee and many other perks",3.3,"Satec
3.3",Madrid,-1,-1,-1,-1,-1,Servicios de TI,-1,-1
13,Data Analyst para Proyectos de Machine Learning,-1,"Data Analyst para Proyectos de Machine Learning (Madrid)

Si eres matemático, ingeniero o físico, quieres trabajar en el sector IT con clientes internacionales y te gustan los retos intelectuales, ¡inscríbete en nuestra oferta!

Somos Goal Systems, una empresa española referente a nivel internacional especialista en el desarrollo de sistemas informáticos para la optimización y planificación de recursos del sector transporte, con oficinas en Madrid, París, Bogotá, Santiago de Chile, Rio de Janeiro y Ciudad de México.

Nuestro software se basa en tecnología vanguardista, desarrollado por el mejor equipo de profesionales, movidos por la búsqueda de la excelencia, el crecimiento profesional y la continua motivación por los retos.

Desde Goal Systems, apostamos por las relaciones de confianza y compromiso. Nuestro constante desarrollo de negocio nos impulsa a nuevas contrataciones de personal de distintos perfiles, buscamos profesionales de dilatada experiencia y a aquellos que quieran comenzar su carrera profesional con nosotros.

Ámbito de actuación:
El puesto de esta vacante se enmarca en el Departamento de Consultoría encargado del despliegue de los productos desarrollados por GOAL SYSTEMS en nuestros clientes de carácter internacional. Dentro del ciclo de vida de un proyecto, el Departamento de Consultoría participa principalmente en la fase de implantación, ayudando al cliente a poner en producción nuestros sistemas expertos de optimización. Para ello proporcionamos servicios de análisis de negocio, consultoría de optimización, formación y acompañamiento durante el go live.

Tus funciones:
Recopilación, análisis de negocio y seguimiento de las necesidades de los clientes.
Redacción de las especificaciones funcionales y técnicas.
Análisis y desarrollo para la incorporación de técnicas de Machine Learning y Data Mining en nuestro software.
Puesta en producción de nuestros sistemas expertos de optimización.

Tu perfil:
Se precisa carrera científica: ingeniería superior, técnica o grado, tales como matemáticas, informática, telecomunicaciones, camino, canales y puertos, obras públicas, civil, industriales, aeronáuticas y afines.
Abstenerse carreras no científicas (ADE, Económicas, Marketing…).
Formación y experiencia en Data Mining y en Machine Learning.
Conocimiento de programación en Python.
Conocimiento de optimización e investigación operativa.
Pensamiento analítico.
Dominio de una de estas lenguas: francés / inglés / portugués / italiano.

Ofrecemos:
Contrato indefinido.
Salario en función de valía.
Sistema de retribución flexible y beneficios sociales (seguro médico con Sanitas, cheques comida, transporte público, cheque guardería…).
Medidas de conciliación (teletrabajo, jornada intensiva de trabajo en verano…).
Participación en proyectos internacionales.
Participación en proyectos I+D+I.
Buen ambiente de trabajo.

Goal Systems está comprometido a lograr la diversidad de la fuerza laboral y crear un ambiente de trabajo inclusivo. Damos la bienvenida a todas las aplicaciones independientemente de su origen social y cultural, género, discapacidad, orientación sexual o creencia religiosa.

¿Quieres formar parte de nuestro equipo?

Envía tu candidatura a rrhh@goalsystems.com

<<volver al listado",3.1,"Goal Systems
3.1",Madrid,-1,-1,-1,-1,-1,Servicios de TI,-1,-1
14,Big Data Analyst,-1,"Esta es tu oportunidad para unirte a un equipo diverso de personas apasionadas por el Big Data.

En buenas manos ¡las tuyas! las enormes cantidades de información que las empresas recopilan hoy pueden convertirse en un activo muy valioso manejadas estratégicamente. Ayudamos a nuestros clientes a ser más eficientes haciendo el mejor uso posible de los datos, aprovechados por los expertos para impulsar un nuevo motor de crecimiento de servicios de información.

Si te gusta aprender y disfrutas de una gran pasión por trabajar con nuevas tecnologías además de ayudar a los clientes a administrar los datos de manera efectiva para generar conocimiento y valor, este es tu sitio. Estamos buscando desarrolladores en Accenture, el lugar perfecto para continuar construyendo tu carrera. Nuestro equipo está creciendo por lo que siempre estamos atentos a nuevo talento como el tuyo. Las oportunidades dentro de las emocionantes iniciativas en el entorno digital que llevamos a cabo con nuestros clientes son ilimitadas, por tanto no te faltarán inspiración o desafíos.

Algunas de tus responsabilidades:
Desarrollo de software usando tecnologías Big Data
Formar parte de equipos multidisciplinares
Participación en proyectos para grandes clientes
¿Te unes al Big Data | Accenture Technology team? ¡Aplica online!

#BigDataNinja

Requisitos:
Titulación técnica: Informática u otras con experiencia equivalente (Telecomunicaciones, Matemáticas, Física, otras ingenierías, etc.)
+2 años de experiencia real en producción con tecnologías Big Data (Spark, Hive, Kafka, Flink, etc.)
Alguna/varias bases de datos NoSQL (MongoDB, HBase, ElasticSearch, Cassandra, etc.)
Herramientas Agile (Jira, Jenkins, Bamboo, Git, Sonar, etc.)
Valorable:
Experiencia en AWS o Azure
Certificaciones en AWS, Azure o Big Data (Cloudera, Databricks, MongoDB, Kafka, etc.)
Experiencia en proyectos para grandes clientes
Accenture ofrece igualdad de oportunidades y acepta solicitudes de todos los sectores de la sociedad y no discrimina por motivos de raza, religión o creencias, origen étnico o nacional, discapacidad, edad, ciudadanía, estado civil, orientación sexual o Identidad de género, o cualquier otra base según lo protegido por la ley vigente.",3.8,"Accenture
3.8",Madrid,-1,-1,-1,-1,-1,Consultoría,-1,-1
15,Business Data & Operations Analyst,-1,"Estamos buscando un Business Data & Operations Analyst reportando al Managing Director, para asumir la gestión de procesos y datos en las áreas de Marketing, Ventas, Proyectos, Soporte y Producto.

El puesto requerirá que la persona sea capaz de hacer un análisis profundo de los datos y proponer mejoras en los procesos de las áreas mencionadas, para ayudar fijar KPIs y dar soporte a la toma de decisiones, con el objetivo de incrementar los ingresos y la productividad.

Así mismo, ayudará al Managing Director en la preparación de informes trimestrales para el BOD y revisiones trimestrales/mensuales del negocio con el Management de la unidad.

Habilidades y Experiencia requeridas:
Más de 3 años en del análisis de procesos y análisis de datos para identificar problemas y proponer soluciones.
Gestión de métricas y KPI.
Gestión de proyectos.
Capacidad de análisis de información, sistematización y redacción.
Capacidad de interlocución a nivel directivo.
Dinámico, con iniciativa, visión de negocio, empatía y facilidad de comunicación personal.
Identificación y resolución de problemas. Pensamiento crítico.
Capacidad de escuchar, establecer relaciones, lograr consenso, establecer rápidamente credibilidad y ganar la confianza de múltiples áreas de la organización.
Trabajo en equipo e integración en contextos multinacionales.
Se valorará experiencia en consultora de negocio.
Experiencia en el uso de herramientas CRM, especialmente Salesforce, de gestión de proyectos, BI, bases de datos y Microsoft Office.
Requerido inglés avanzado, con gran fluidez escrita y conversacional. Se valorarán otros idiomas.
#LI-EI8",2.6,"Enghouse Interactive
2.6",Madrid,-1,-1,-1,-1,-1,Software empresarial y soluciones de red,-1,-1
16,IT Data Business Analyst – SCM,-1,"Brambles companies, including CHEP, help move more goods to more people, in more places than any other organisation on earth. Our 330 million pallets, crates and containers are continuously in motion, forming the invisible backbone of the global supply chain and the world’s biggest brands trust us to help them transport their goods more efficiently, sustainably and safely. As pioneers of the sharing economy, Brambles created one of the world's most sustainable logistics businesses through the share and reuse of its platforms under a model known as ‘pooling’. Brambles primarily serves the fast-moving consumer goods (e.g. dry food, grocery, and health and personal care), fresh produce, beverage, retail and general manufacturing industries. The Group employs more than 10,000 people and operates in over 60 countries with its largest operations in North America and Western Europe. For further information, please visit www.brambles.com

Brambles and CHEP provide you unparalleled opportunities to advance and accelerate your career. You’ll be joining an international growth organization with a pioneering, circular business model. You’ll be working for a company that is changing the way goods get to market. You’ll become part of an efficient and collaborative global team making a real contribution to a smarter, more sustainable future. For more on how Brambles growth companies can accelerate your career, visit https://careers.brambles.com/

Position Description

Brambles has initiated a digital journey for the whole company. Core to that journey is control of our Supply Chain and the development of processes, data and system capabilities to support digitally enabled management methods.

This role will be responsible for working as a liaison with business stakeholders to understand business structure, policies and processes and to recommend solutions that enable the organization to achieve its goals. Responsible for eliciting the needs of stakeholders not simply their expressed desires, working with the business to prioritize those needs, ensuring alignment to business objectives.

The Business Analyst is also responsible for clearly documenting and expressing functional, non-functional and transition requirements to IT stakeholders such as systems analysts, developers and quality assurance analysts to ensure the right solution is built to meet business needs.

The holder of this role should have a keen interest in digitally-enabled ways of working and should be willing to challenge business requirements supports developing the solutions and recommendations for the current business operations.

Main Accountabilities
Establishing the contribution that data technology can make to business objectives using a range of techniques such as eliciting and documenting requirements with stakeholders, conducting feasibility studies, producing business models, preparing business cases, usability requirements analysis and usability evaluation.
Identifying and obtaining agreement on the requirements / features which will be most beneficial to the business.
Ensuring compliance with agreed best practices by selecting appropriately from applicable standards, methods, tools and applications.
Identifying and raising issues impacting the execution of strategic / operational / project plans.
Understanding overall Enterprise Architecture and assess degree of conformance of existing and new business processes.
Overseeing implementation of solutions
Influencing team and specialist peers internally, customers at account level and suppliers.
Making decisions which influence the success of projects and team objectives
Demonstrating an analytical and systematic approach to problem solving.
Communicating fluently orally and in writing, presenting complex technical information to both technical and non-technical audiences.
Planning, scheduling and monitoring work to meet time and quality targets
Appreciating of the wider field of information systems, their use in relevant employment areas and how they relate to the business activities.
Maintaining an awareness of developing technologies and their application and takes some responsibility for personal development.


Qualifications
Bachelor’s degree in Computer Science, Information Systems, Business or related field.
Masters preferred or equivalent combination of education/experience.
DESIRABLE: Project Management certification (PMP or CAPM) from PMI
DESIRABLE: Six Sigma Green Belt or Black Belt


Experience
Significant previous experience in within an IT focused role.
3+ years’ experience managing or influencing technical staff and projects (experience through at least 2 full project lifecycles including upgrades)
3+ years of experience in an analytical role (ideal backgrounds include: business analyst role at a web company, a data-based consulting role, or other data strategy type positions)
Proven success in improving the customer experience.
Experience working within a matrix structure


Languages
English to a fluent level
Spanish
We're excited you're here to learn how we'll leverage our family of growth companies to accelerate your career. Brambles companies employ more than 14,500 people in over 60 countries, committed to connecting people to life's essentials, every day. Our people are shaping a smarter, more sustainable future by changing the way business makes, moves and sells goods in every corner of the world. We look forward to helping you become one of them. HTTPS://careers.brambles.com/",3.9,"CHEP
3.9",Madrid,-1,-1,-1,-1,-1,Logística y cadena de suministro,-1,-1
17,BIG DATA ANALYST,-1,"Descripción:
¿Experiencia como Analista de Datos? ¿Cuentas con experiencia en proyectos vinculados a Advanced Analytics, Inteligencia Artificial y Machine Learning? ¿Te apetece formar parte de un gran proyecto de transformación digital? ¡SIGUE LEYENDO!
Desde SPRING Professional nos encontramos colaborando con Seguros SANTALUCIA, en pleno proceso de Transformación Digital, con el objetivo de posicionarse como la compañía referente dentro del sector asegurador. Como parte de este ambicioso reto, actualmente buscamos un/a:
ANALISTA DE DATOS especialista en Explotación de la Información
En dependencia de la Dirección de Arquitectura Big Data, participarás en el diseño, implantación y soporte de la nueva arquitectura tecnológica Big Data optimizando los datos en función de su naturaleza y tipo de acceso más frecuente. Gestionarás las distintas actividades relativas a los ecosistemas de datos y de información de la organización, midiendo las distintas soluciones de almacenamiento de datos con un conjunto de operaciones específicas basadas en aplicaciones de Data Science. Trabajarás con una alta orientación hacia el consumo y la visualización de la información siendo el nexo de unión entre Negocio y el Centro de Excelencia Analítica.
Te imaginamos como....
Buscamos profesionales como tú, Analistas de Datos acostumbrados a trabajar implementando proyectos de Advanced Analytics, Inteligencia Artificial y Machine Learning, modelando datos hacia el autoconsumo de la información y midiendo soluciones de almacenamiento de datos con operaciones basadas en aplicaciones de Data Science.
Te podemos ofrecer....
Te brindamos la posibilidad de trabajar en un proyecto de transformación tecnológico inigualable dentro de una compañía de referencia en su sector. Si quieres ser parte del cambio ¡¿a qué esperas?! ¡ESTA OPORTUNIDAD ES PARA TI!

Requisitos:
Graduado en ingeniería informática u otra ingeniería técnica.
Especialización en big data.
Inglés intermedio.
5 años de experiencia en funciones descritas.
Experiencia en desarrollo de datalakes, datahubs o datawarehouses.
Experiencia en herramientas de visualización de datos como Power BI.
Experiencia en modelos predictivos: GLM, random forest, redes neuronales, etc.
Virtualización de datos (Dremio, Denodo...).
Experiencia en desarrollos batch y streming.
Experiencia en desarrollo procesos ETL.
Ecosistema Big Data: Hadoop, Spark, Hive, Flink, Kafka, ...
Lenguajes: Scala, Java o Python.
Herramientas desarrollo (GIT, Maven, SBT, ...).",-1,Grupo Santalucía,Madrid,-1,-1,-1,-1,-1,-1,-1,-1
18,"Data Analyst, German speaker (Scientific background)",-1,"IQVIA is the leading human data science company focused on helping healthcare clients find unparalleled insights and better solutions for patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness the power of healthcare data, domain expertise, transformative technology, and advanced analytics to drive healthcare forward.

If you would like to become a member of our multidisciplinary and international team of highly qualified colleagues and take over your own areas of responsibility, we look forward to receiving your application!

Join us in our exciting journey..!


Your tasks;
Independently carry out quantitative (market data) and qualitative analysis (strategic evaluations) within the scope of consulting projects, especially in the area of market access (pharmaceuticals/medical products).
Preparation of customer presentations and implementation of customer workshops for national and international customers in German and English.
Working on strategic or operational issues/projects of the customers.
Preparation of HTA dossiers (Germany, EU) in English and German (Medical Writing)
Creation and collaboration on Health Economic models and pricing.
Dealing with health policy issues and developing market access scenarios for innovative products e.g. gene therapies or advanced medical devices.
The candidate we are looking for: Skills & other requirements;
University degree in Economics/Health Sciences (e.g. Master of Public Health), (bio)Statistics, Human Medicine, Pharmacy, Epidemiology, Human/micro/molecular Biology or other Natural Sciences.
You have excellent analytical and conceptual skills and can prepare results in a structured, comprehensible and convincing manner.
After the training in the team, which is important to us, you will convince us by working independently, first under the guidance of the project manager, later by managing your own projects.
In addition to your distinctive social competence, you are ready to work in multidisciplinary and international teams (IQVIA/clients), have strong communication skills and can present yourself well - in German and English.
Experienced handling of MS Office programs (optimally: statistical data analysis with SPSS, R) is a matter for you.
You are data driven curious and passionate about Human Data Science.
Attention to details and focused on quality output is a must.
In addition, you are well organized, very independent, highly motivated and have a sense of humor? Perfect! We want to know more about you!
IQVIA
IQVIA recognized by Great Place to Work as the second best company to work for in Spain (March 2018)
FORTUNE Magazine's World's Most Admired Companies list for the third year in a row.
Recognised by the 2016 Scrip Awards as the Best Full-service Provider Contract Research Organization (CRO)
Awarded the 2016 Eagle Award from the Society for Clinical Research Sites (SCRS) for the fourth consecutive year. A site-nominated award recognising contract research organizations (CRO) and biopharmaceutical sponsors dedicated to building positive relationships with research sites through leadership, professionalism and integrity.
IQVIA named in The International Association of Outsourcing Professionals (IAOP) 2017 Global Outsourcing 100® List which recognizes the worlds best service providers across a range of industries.
We invite you to join IQVIA.

IQVIA is an equal opportunity employer. We make employment decisions based on qualifications and merit. We prohibit discrimination based on any unlawful consideration such as age, race, national origin, gender or other ""protected status.

We know that meaningful results require not only the right approach but also the right people. Regardless of your role, we invite you to reimagine healthcare with us. You will have the opportunity to play an important part in helping our clients drive healthcare forward and whatever your career goals, we are here to ensure you get there!

Are you interested or do you know the ideal candidate?

If you know the right candidate or for more information on this role please contact marta.saiz@iqvia.com

Join Us

Making a positive impact on human health takes insight, curiosity, and intellectual courage. It takes brave minds, pushing the boundaries to transform healthcare. Regardless of your role, you will have the opportunity to play an important part in helping our clients drive healthcare forward and ultimately improve outcomes for patients.

Forge a career with greater purpose, make an impact, and never stop learning.",3.6,"IQVIA
3.6",Madrid,-1,-1,-1,-1,-1,Biotecnología e industria farmacéutica,-1,-1
19,MARKETING & DATA ANALYST,-1,"Talent Play

¿Te gustaría trabajar en una empresa digital en pleno crecimiento?
Buscamos jóvenes graduados/as en Ingeniería, Matemáticas, Estadística, ADE, Big Data o similar con buena capacidad de análisis, con buenas habilidades en el análisis de datos y orientación a resultados para incorporarse al departamento de Operaciones.

Tus funciones principales serán:
Análisis de campañas de marketing.
Resultados de los datos, elaboración de informes y reporting.
Análisis y estudio estadístico de los datos.
Gestión y optimización de campañas PPC.
Requisitos:
Graduados/as en Ingeniería, Matemáticas, Estadística, Big Data o similar con conocimientos de herramientas como Google Adwords/ Bing ads.
Conocimientos de Lenguajes de Programación y/o Bases de Datos, así como alguna de las siguientes herramientas Kenshoo, Marin, Omniture, EfficientFrontier. Adgoroo, AWR, KeywordSpy, Comscore
Usuario avanzado de Office, Excell, Access, SQL, Google Adwords.
Nivel alto de inglés.
Alta capacidad de trabajo en equipos multidisciplinares.
Ofrecemos un plan de desarrollo continuo en una empresa joven en pleno crecimiento y en un fantástico ambiente de trabajo.
Ofrecemos salario muy competitivo en el mercado: 18k + 2 Bonus de 20k y 10k extra

Datos de la oferta
Horas/Día
8
Salario mensual
None
Mes de inicio
Marzo
Provincia
Madrid
Duración del contrato (en meses)
12",-1,Talent Play,Madrid,-1,-1,-1,-1,-1,-1,-1,-1
20,Data Load Analyst,-1,"Keytree are currently recruiting for an experienced Data Load Analyst to join their award winning development team. As part of the role you will be will be involved in a greenfield S/4 Hana implementation with an emphasis on POS integration, finance and procurement. As part of the role of Data Load Analyst you will work on developing data migration solutions within a team environment. Some of these will be a case of mapping data to existing migration objects, others will require development of migrations. You will be working with the functional team and other developers, in translating requirements into data migrations. You will be responsible for build and unit test of these items.

The role is based in our Gran Via Madrid office.

Required Skills:
Experience with S/4 Migration Object Modeler
Design and use of BAPIs
ABAP Object Oriented programming
Strong communication skills- written and oral
Desirable Skills:
LSMW background experience
Consultancy experience
This is a permanent opportunity offering a great salary, exciting client projects and opportunities for growth and progression.

Direct Applicants Only

Company Information

Keytree helps companies become leaner, faster and more agile with our award-winning team of SAP experts and beautifully designed applications. The way we work sets us apart. Our multi-disciplined teams are built on a foundation of communications and accountability. We are driven by innovation and a passion for design and great user experience.

At Keytree we work with our clients to understand their business goals and solve their problems using our technological and industry expertise.",4.4,"Keytree
4.4",Madrid,-1,-1,-1,-1,-1,Software empresarial y soluciones de red,-1,-1
21,Senior Data Analyst & Data Scientist,-1,"This is Ekkiden

Ambition and innovation are our driving force. We aim high, act quickly, and acquire the wherewithal that we need to achieve our objectives. Our organisation is shaped by the requirements of both our clients and our teams. Becoming a European benchmark requires hard work, quality and respect. We pave our own path, with international teams committed to sustainable growth. We help clients to innovate and we make sure we question ourselves at all times. At Ekkiden everything is possible. Our managers are trained to bring out the best in every team member. We recently opened our first subsidiary in Madrid, and our teams will operate in the main cities of Spain. If you are daring, creative, and have great people skills, if you want to live an extraordinary human experience and you don’t want to keep reminding yourself why you get up in the morning, it's time to meet up.

Role :

As a Senior Data Analyst & Data Scientist, you will be develop the analytics service and customer base through engagement of the business, understanding the problems they are trying to solve and offering analytical solutions that provide insight and information enabling successful business resolutions.

The successful candidate will turn data into information, information into insight and insight into business decisions.

Responsabilities:

Interpret data, analyze results using statistical techniques and provide ongoing reports

Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality

Acquire data from primary or secondary data sources and maintain databases/data systems

Identify, analyze, and interpret trends or patterns in complex data sets

Develop machine learning models for predictions using past data

Filter and ""clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems

Work with management to prioritize business and information needs

Locate and define new process improvement opportunities

What we are looking for:

Proven working experience as a data analyst or business data analyst. Strong interest in Data Science

Experience in Predictive Maintenance and Anomalies Detection

Technical expertise regarding data models, database design development, data mining and segmentation techniques

Strong knowledge of and experience with database querying (SQL etc), programming (Python and/or R)

Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)

Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

Adept at queries, report writing and presenting findings

BS in Engineering, Mathematics, Economics, Computer Science, Information Management or Statistics.

We offer:

Participate in the creation of a European technology and organisational consulting group

A unique, innovative and dynamic working environment

A career path tailored to your personality, both in terms of job position and location

The opportunity to express yourself, assert your opinion and make an impact within our organisation and/or further afield

You say it, you own it. Once your idea has been given the go-ahead, it is up to you to make it happen

A demanding and innovative training program delivered by our greatest experts

Age is just a number, what really matter are achievements. We have a fast-track promotion system for employees who deliver
Our working conditions are concentric with our values and ambitions",5.0,"Ekkiden
5.0",Madrid,-1,-1,-1,-1,-1,Servicios de TI,-1,-1
