date,text,retweets,replies,favorites,permalink,to,hashtags,mentions
2020-01-25,"Sounds like we need to clear up a few things! Tesla won’t use this much net water on a daily basis. It’s possibly a rare peak usage case, but not an everyday event. Also, this is not a natural forest — it was planted for use as cardboard & only a small part will be used for GF4.",425,192,6271,https://twitter.com/elonmusk/status/1220938613862436865,EvaFoxU,,
2020-01-24,V3 Supercharger deployment will accelerate considerably this year,364,347,7054,https://twitter.com/elonmusk/status/1220768333097771011,Erdayastronaut,,
2020-01-22,Want to play The Witcher game on your Tesla? (you can already watch the show on Tesla Netflix theater),9382,4368,87424,https://twitter.com/elonmusk/status/1219881215156801537,,,
2020-01-21,Would like to take a moment to thank Michael & Ze’ev for helping Tesla. It was very hard work & both could’ve just rested on their laurels. Much appreciated .,86,43,1363,https://twitter.com/elonmusk/status/1219667824991506433,elonmusk,,
2020-01-21,Great talking with @thirdrowtesla!,103,89,1727,https://twitter.com/elonmusk/status/1219656929015934976,flcnhvy,,@thirdrowtesla
2020-01-17,"Munro’s analysis of Tesla engineering is accurate, both pro & con. I think he will appreciate some elements of the Model Y body design.",179,90,2417,https://twitter.com/elonmusk/status/1218290871126216704,kekai,,
2020-01-15,Just saw this today. Tesla refunds in general should be easy to get electronically & certainly through customer service. Will he addressed.,272,372,13406,https://twitter.com/elonmusk/status/1217493904297058304,nntaleb,,
2020-01-14,"Very true. What’s really mindblowing is how much energy the sun outputs & how little of it is absorbed by Earth. There is sooo much solar energy. We can solar power all of human civilization with a tiny % of Earth’s surface, which is a super tiny % of energy emitted by the sun.",454,196,4900,https://twitter.com/elonmusk/status/1217179817772105728,ErlendMoberget,,
2020-01-14,T-shirt is bulletproof & makes u buff! https://shop.tesla.com/en_ca/product/men_s-cybertruck-bulletproof-tee?sku=7654399-00-A,3172,2003,49683,https://twitter.com/elonmusk/status/1217144162757120000,,,
2020-01-12,Teslas will soon talk to people if you want. This is real.,14586,3446,156577,https://twitter.com/elonmusk/status/1216198285792358400,,,
2020-01-08, Tesla China Team Such amazing progress!!,3097,1692,95192,https://twitter.com/elonmusk/status/1214956305808527361,,,
2020-01-07,At Tesla Giga Shanghai NSFW!!,37175,7420,306826,https://twitter.com/elonmusk/status/1214483582363693057,,,
2020-01-01,Congratulations Tesla & SpaceX on great 2019! You rock!! Looking forward to epic 2020 ,8245,2192,168096,https://twitter.com/elonmusk/status/1212264717617639424,,,
2019-12-31,Thanks all Tesla club members for helping out! Looking forward to seeing you there tomorrow. ,159,114,3135,https://twitter.com/elonmusk/status/1211836235762880512,teslaownersSV,,
2019-12-30,Headed to Tesla Fremont factory tomorrow to help with vehicle deliveries,192,169,2464,https://twitter.com/elonmusk/status/1211779406676611073,JaneidyEve,,
2019-12-30,"Yeah, engineering is ~90% of my time at SpaceX & about ~60% at Tesla",122,57,2014,https://twitter.com/elonmusk/status/1211586941931675649,EverydayTesla,,
2019-12-30,"Direct drive using several Tesla Plaid motors in parallel for SN1. Simpler, lighter & more fault tolerant. Rear flaps each need ~1.5 megawatts. It’s like moving the entire wing of an aircraft!",119,46,1787,https://twitter.com/elonmusk/status/1211556824442425344,Erdayastronaut,,
2019-12-30,"Tesla merch def needs some love, but too many fish to fry rn",44,64,873,https://twitter.com/elonmusk/status/1211554346414067712,TeslaGong,,
2019-12-30,Tesla uses that to wirebond cells to module current collectors. Is there a commercially available machine that can weld ~4mm full hard 301 stainless barrels & domes?,41,27,698,https://twitter.com/elonmusk/status/1211552159034171392,ajtourville,,
2019-12-30,Amazing work by Tesla China team!! ,169,113,2860,https://twitter.com/elonmusk/status/1211485911441117185,vincent13031925,,
2019-12-30,Tesla app based payment will soon be rolled out WW. It’s tough making functionality work across so many regulatory domains.,45,30,665,https://twitter.com/elonmusk/status/1211461989467394049,BrianGilbert_,,
2019-12-30,Is purchasing through the Tesla app not working?,27,22,365,https://twitter.com/elonmusk/status/1211460287540465664,BrianGilbert_,,
2019-12-30,"Renewable energy production (solar, wind, geothermal), improving home insulation & electric transport will do the trick. Vegan/vegetarian helps a little, but isn’t critical. We should take the set of actions that maximize total public happiness!",213,157,1837,https://twitter.com/elonmusk/status/1211458314770534400,teslaownersSV,,
2019-12-29,Sorry about this. We will do our best. The Tesla production & delivery teams have been working super hard.,38,32,1089,https://twitter.com/elonmusk/status/1211194577643810816,SMZGallagher,,
2019-12-26,The overarching goal of Tesla engineering is maximize area under user happiness curve,171,110,2374,https://twitter.com/elonmusk/status/1210293100616151040,elonmusk,,
2019-12-26,We’re building out Superchargers as fast as possible! Need to ramp V3 Supercharger production.,56,77,939,https://twitter.com/elonmusk/status/1210272817331073024,mobiledavidd,,
2019-12-26,"Just swipe down on Tesla nav button for car to automatically navigate to home, work or destination in calendar",2341,1229,62579,https://twitter.com/elonmusk/status/1210270551236730880,,,
2019-12-26,"If you enter a longer distance than range, system should autonav to optimal Superchargers along the way. Is it not doing this correctly?",40,184,1017,https://twitter.com/elonmusk/status/1210269213174034432,TesLatino,,
2019-12-22,"Started Zip2 with ~$2k & ~$100k of student debt, rolled proceeds into X/PayPal, rolled proceeds again into SpaceX/Tesla, but these are all companies where I played fundamental founding role. Not right to ask others to put in money if I don’t put in mine.",873,177,12841,https://twitter.com/elonmusk/status/1208832207801872385,TechnologicAli,,
2019-12-22,"If Tesla & SpaceX go bankrupt, so will I. As it should be.",8068,2091,136779,https://twitter.com/elonmusk/status/1208831048026509312,,,
2019-12-22,"That’s certainly our impression, but it’s an old version of Tesla software, so effect is limited",104,86,2515,https://twitter.com/elonmusk/status/1208671790706216960,RationalEtienne,,
2019-12-21,We’re working on moving more cars to Florida. End of year delivery is intense! Very proud of Tesla team for all their hard work.,196,114,4520,https://twitter.com/elonmusk/status/1208470170697527296,dealer_of_happy,,
2019-12-20,"Tesla holiday software update has FSD sneak preview, Stardew Valley, Lost Backgammon & a few other things",3224,1910,66533,https://twitter.com/elonmusk/status/1207865226604863488,,,
2019-12-19,Tesla Moth Mode (better late than never),21216,1329,190633,https://twitter.com/elonmusk/status/1207572562466738177,,,
2019-12-08,"We’ll aim to have it come out same time as truck. Two seater electric ATV designed to work with Cybertruck will be fun! Electric dirt bikes would be cool too. We won’t do road bikes, as too dangerous. I was hit by a truck & almost died on one when I was 17.",661,777,12450,https://twitter.com/elonmusk/status/1203464422674485248,teslaownersSV,,
2019-12-07,Huge thanks to everyone who contributed ideas to Cybertruck. It’s better because of you! ,5559,4399,161012,https://twitter.com/elonmusk/status/1203463366968135680,,,
2019-12-07,"He’s def wrong. Solar power is a Gigawatt per square km! All you need is a 100 by 100 mile patch in a deserted corner of Arizona, Texas or Utah (or anywhere) to more than power the entire USA. This analysis goes through calcs https://blogs.ucl.ac.uk/energy/2015/05/21/fact-checking-elon-musks-blue-square-how-much-solar-to-power-the-us/",677,453,4729,https://twitter.com/elonmusk/status/1203178955211194368,JoeWBowles,,
2019-12-07,"Super strong roof that generates clean energy, looks great & costs less than a normal roof plus solar panels! http://Tesla.com/solarglass",4035,1699,48248,https://twitter.com/elonmusk/status/1203173838378323973,Tesla,,
2019-12-07,Huge admiration & respect for the Tesla China team. Their talent & drive is amazing!,239,166,5048,https://twitter.com/elonmusk/status/1203115312016547840,vincent13031925,,
2019-12-01,Still can’t believe how hard it was to get http://Tesla.com!,113,91,1531,https://twitter.com/elonmusk/status/1201259545911128065,elonmusk,,
2019-12-01,"Tesla was almost called Faraday, as original holder of Tesla Motors trademark refused to sell it to us!",205,144,3091,https://twitter.com/elonmusk/status/1201244266443366400,royalsociety,,
2019-12-01,That’s why Cybertruck has active suspension height & damping control,225,147,4162,https://twitter.com/elonmusk/status/1201006874599911424,Real_John_D,,
2019-12-01,"With extreme effort, Cybertruck might hit a 0.30 drag coefficient, which would be insane for a truck. Requires tweaking many small details. https://en.m.wikipedia.org/wiki/Automobile_drag_coefficient",357,230,4093,https://twitter.com/elonmusk/status/1200976907417702400,IntEngineering,,
2019-11-27,"Yes, Cybertruck will have steel balls ",186,186,3367,https://twitter.com/elonmusk/status/1199569673832009728,jpthorbjornsen,,
2019-11-25,Cybertruck is inspired by games like Halo. Warthog irl!!,2042,412,17658,https://twitter.com/elonmusk/status/1199069792251994112,Halo,,
2019-11-24,Cybertruck pulls F-150 uphill,116793,16494,670614,https://twitter.com/elonmusk/status/1198751258384818176,,,
2019-11-24,"In general, this is something Tesla should do",40,42,1360,https://twitter.com/elonmusk/status/1198747350069460992,TeslaOwnersofMA,,
2019-11-24,"Cybertruck is our last product unveil for a while, but there will be some (mostly) unexpected technology announcements next year",8144,4015,159615,https://twitter.com/elonmusk/status/1198723473708699648,,,
2019-11-24,"Long term, it probably makes sense to build a smaller Cybertruck too",238,236,4449,https://twitter.com/elonmusk/status/1198711241520242688,S_Padival,,
2019-11-24,"We’re creating this alloy at Tesla. Not a problem to create a lot of it, but we’ll need to come up with new body manufacturing methods, as it can’t be made using standard methods.",128,147,2636,https://twitter.com/elonmusk/status/1198704127439560705,annerajb,,
2019-11-24,"Starship steel decision came first. We were going to use titanium skins for Cybertruck, but cold-rolled 30X stainless is much stronger.",238,143,7447,https://twitter.com/elonmusk/status/1198702136231526401,flcnhvy,,
2019-11-24,"Reason Cybertruck is so planar is that you can’t stamp ultra-hard 30X steel, because it breaks the stamping press",8205,3233,117217,https://twitter.com/elonmusk/status/1198700591465156608,,,
2019-11-23,"146k Cybertruck orders so far, with 42% choosing dual, 41% tri & 17% single motor",24714,7734,303872,https://twitter.com/elonmusk/status/1198344195317985280,,,
2019-11-23,Riding in the Cybertruck,1661,879,31545,https://twitter.com/elonmusk/status/1198094738739486720,Teslarati,,
2019-11-23,Franz throws steel ball at Cybertruck window right before launch. Guess we have some improvements to make before production haha.,38694,8478,328580,https://twitter.com/elonmusk/status/1198090787520598016,,,
2019-11-22,"Better truck than an F-150, faster than a Porsche 911. Order Cybertruck online at",17197,11615,159333,https://twitter.com/elonmusk/status/1197986509950861312,,,
2019-11-22,"Will be an option to add solar power that generates 15 miles per day, possibly more. Would love this to be self-powered. Adding fold out solar wings would generate 30 to 40 miles per day. Avg miles per day in US is 30.",927,401,13949,https://twitter.com/elonmusk/status/1197889310550216704,JRussell614,,
2019-11-22,Tesla 2 person electric ATV will come at first as an option for Cybertruck,332,198,4038,https://twitter.com/elonmusk/status/1197886803799232512,MoeSargi,,
2019-11-22,Nobody *expects* the Cybertruck,48265,14548,438698,https://twitter.com/elonmusk/status/1197768038415659008,,,
2019-11-22,High time we had a Tesla coil!,78,77,1915,https://twitter.com/elonmusk/status/1197712829177987072,DMC_Ryan,,
2019-11-21,Cybertruck design influenced partly by The Spy Who Loved Me,1721,1228,20227,https://twitter.com/elonmusk/status/1197638937109336066,,,
2019-11-21,Coming soon! We’re working to complete the full Supercharger route from London to Shanghai.,145,110,2295,https://twitter.com/elonmusk/status/1197637653903970304,ElenMatvievska,,
2019-11-21,Tesla Cybertruck (pressurized edition) will be official truck of Mars,10818,2439,126224,https://twitter.com/elonmusk/status/1197627433970589696,,,
2019-11-20,"So many reporters gave Chanos airtime when he called Tesla a worthless fraud. Now that he has been proven wrong, silence …",557,371,4901,https://twitter.com/elonmusk/status/1197235962171904000,TeslaTested,,
2019-11-18,I’d be way too embarrassed to put that on a Tesla. It’s like a kid’s drawing.,49,121,1500,https://twitter.com/elonmusk/status/1196296059204407296,farrxy,,
2019-11-16,Cybertruck unveil Thursday night,6105,1992,60685,https://twitter.com/elonmusk/status/1195504767818055680,,,
2019-11-14,Semi-infinite,29,48,963,https://twitter.com/elonmusk/status/1194824903104573440,fael097,,
2019-11-13,Congrats to Tesla team on Model 3 winning best midsize car in Germany! ,2037,761,25831,https://twitter.com/elonmusk/status/1194443851903180800,,,
2019-11-06,Cybertruck unveil on Nov 21 in LA near SpaceX rocket factory,7899,2348,77951,https://twitter.com/elonmusk/status/1192113294036754432,,,
2019-11-06,This is based on an incorrect Electrek article. The Air Force asked me to speak at a startup conference called “Pitch Day” & I happened to mention Cybertruck. They don’t buy APCs. It’s the Air Force.,179,210,3794,https://twitter.com/elonmusk/status/1192104361637208067,Teslarati,,
2019-11-05,Fair point. Coming soon. We’re making foundational upgrades to the core Tesla corporate OS. 2FA right after that.,78,73,1643,https://twitter.com/elonmusk/status/1191795051728269312,WillFealey,,
2019-11-01,Tesla Solarglass vs Happy Halloween!!,5078,1259,88326,https://twitter.com/elonmusk/status/1190094817084051456,,,
2019-10-30,Walking on a Tesla Solarglass roof is definitely no problem!,77,114,1731,https://twitter.com/elonmusk/status/1189662336837025792,TeslaNY,,
2019-10-30,Thank for helping grow sustainable energy through solar!,1767,433,38948,https://twitter.com/elonmusk/status/1189602825220702210,cleantechnica,,
2019-10-30,Just a reminder that the Tesla Full Self-Driving option goes up by $1000 at midnight on Nov 1 for all regions that have Smart Summon. Order your car online at http://tesla.com.,795,744,15231,https://twitter.com/elonmusk/status/1189350135614099457,,,
2019-10-28,"Unfortunately, it’s hard to google Tesla solar links due to tons of ads & SEO. Go to http://tesla.com/solar to add solar to an existing roof &amp; http://Tesla.com/solarglass for a new roof with integrated solar.",1912,1206,27794,https://twitter.com/elonmusk/status/1188889708266315776,,,
2019-10-28,"If you’re directly affected by wildfire power outages, Tesla is reducing Solar+Powerwall prices by $1000 as of today",4862,854,71656,https://twitter.com/elonmusk/status/1188880437067665408,,,
2019-10-28,"Apologies to those waiting for Solar/Powerwall outside California, as we are prioritizing those affected by wildfires",1338,405,37189,https://twitter.com/elonmusk/status/1188879156332785664,,,
2019-10-28,"Homes with solar sell for 4.1% more, according to Zillow. Adding a Powerwall battery is highly likely to increase home value too imo, as security against blackouts is increasingly important. https://www.zillow.com/research/solar-panels-house-sell-more-23798/amp/?__twitter_impression=true",924,415,14998,https://twitter.com/elonmusk/status/1188862645123743745,,,
2019-10-28,I’d recommend regular solar panels for flat roofs,37,29,995,https://twitter.com/elonmusk/status/1188850739956703232,flcnhvy,,
2019-10-28,Tesla Solar plus Powerwall battery backup for 24/7 clean energy & no blackouts at,1181,405,15172,https://twitter.com/elonmusk/status/1188845221313802241,,,
2019-10-27,Thanks to everyone at Tesla who worked so hard over the years to make our Fremont factory successful!,286,136,6614,https://twitter.com/elonmusk/status/1188562950404984832,tesletter,,
2019-10-26,"Yes, you can walk on the Tesla Solarglass roof. In stilettos, if you want ",147,128,1511,https://twitter.com/elonmusk/status/1188142936036237313,AT61_AUE,,
2019-10-26,Jerome is great! Tesla team in general is the strongest its ever been.,144,92,2770,https://twitter.com/elonmusk/status/1188141324018405376,GerberKawasaki,,
2019-10-25,Tesla Solarglass roof,2007,1107,23019,https://twitter.com/elonmusk/status/1187842180892610560,,,
2019-10-25,"Maybe call Tesla solar roof tiles product Solarglass? Like Dragonglass, but solar!",2856,1816,60585,https://twitter.com/elonmusk/status/1187814633496690688,,,
2019-10-24,"To be clear, integrated solar tiles only make financial sense for new houses or replacement roofs. If your roof is more than 5 years away from replacement, solar retrofit is recommended",527,257,6633,https://twitter.com/elonmusk/status/1187497175900536832,,,
2019-10-24,Tesla Solar Tile Roof V3 launch tomorrow at 2pm,2617,973,43600,https://twitter.com/elonmusk/status/1187488267551137793,,,
2019-10-23,Super proud of Tesla team for great execution & support of Tesla customers greatly appreciated!!,1274,628,30784,https://twitter.com/elonmusk/status/1187114871231377408,,,
2019-10-23,Tesla Q3 results: - Shanghai Giga ahead of schedule - Model Y ahead of schedule - Solar installs +48% from Q2 - GAAP profitable - Positive free cash flow,6819,2195,74760,https://twitter.com/elonmusk/status/1187113794234793984,,,
2019-10-22,"Homes with solar sell for 4.1% more, according to Zillow",481,233,7255,https://twitter.com/elonmusk/status/1186517641730519041,,,
2019-10-21,Order Tesla Solar + Powerwall battery for 24/7 clean power & no blackouts!,1890,1141,22386,https://twitter.com/elonmusk/status/1186369158335750144,,,
2019-10-16,Tesla wins best headlights award https://twitter.com/Teslarati/status/1184548399028285443,2446,745,36593,https://twitter.com/elonmusk/status/1184551948818632705,,,
2019-10-15,Anyone who’s interested in working on cutting edge manufacturing — designing & building the machine that makes the machine — please consider working at Tesla or SpaceX. We’re gonna take this to a whole new level!,2808,2790,43931,https://twitter.com/elonmusk/status/1184232118223822848,,,
2019-10-15,Tesla team has done an incredible job with Giga Shanghai. Honored to work with them. I’m in awe.,192,96,4634,https://twitter.com/elonmusk/status/1184230102781050881,Erdayastronaut,,
2019-10-15,"Tesla is first American car company to achieve sustained volume production in past ~100 years. Hardest, most painful thing I’ve ever been through, including getting Falcon to orbit.",381,255,3253,https://twitter.com/elonmusk/status/1184223826005151744,elonmusk,,
2019-10-14,"It is actually called deep rain, as sort of a joke at Tesla. Takes a surprising amount of deep learning to know when & how fast to move the wipers.",39,51,747,https://twitter.com/elonmusk/status/1183776809743077377,annerajb,,
2019-10-14,Cybertruck doesn’t look like anything I’ve seen bouncing around the Internet. It’s closer to an armored personnel carrier from the future.,303,328,4269,https://twitter.com/elonmusk/status/1183583315263131648,28delayslater,,
2019-10-12,Solar,29,30,1164,https://twitter.com/elonmusk/status/1183150916473516032,elonmusk,,
2019-10-12,Fair point. Will hold on EU price change until Tesla gets clarity from regulators about Smart Summon feature release date.,46,50,1383,https://twitter.com/elonmusk/status/1183119389211549696,Macwars,,
2019-10-12,Price for fully installed solar plus battery has been reduced ~10% to help those affected by blackouts,425,274,7552,https://twitter.com/elonmusk/status/1182828744748044288,,,
2019-10-12,"Tesla cannot continue to lose money. To achieve our goal of environmental sustainability, Tesla must be financially sustainable or we will cease to exist.",225,325,3310,https://twitter.com/elonmusk/status/1182828056416641025,bruce_mittleman,,
2019-10-12,"V important: pure solar subscription is guaranteed to be a net money-maker for the homeowner or Tesla will take the panels back. Adding Powerwall negatively affects economics, but gives homeowner power protection in event of a blackout.",302,182,3941,https://twitter.com/elonmusk/status/1182827425551380482,,,
2019-10-12,"Now that Tesla V10.0 with Smart Summon is out, Full Self-Driving price will increase by $1000 on Nov 1",773,1093,14805,https://twitter.com/elonmusk/status/1182823556830253056,,,
2019-10-12,Get Tesla Solar plus Powerwall battery for 24/7 clean power & no more blackouts!,2445,1352,24923,https://twitter.com/elonmusk/status/1182812717083611138,,,
2019-10-10,Fundamental metric of good of Tesla is how many years sooner it brings the advent of a sustainable energy future,227,165,1903,https://twitter.com/elonmusk/status/1182327145793634304,Gfilche,,
2019-10-10,Also adding Tesla Solar to our Supercharger stations as fast as possible. Goal is 24/7 clean power with no blackouts.,1198,457,21037,https://twitter.com/elonmusk/status/1182089703039700993,,,
2019-10-10,All Tesla Supercharger stations in regions affected by California power outages will have Tesla Powerpacks within next few weeks. Just waiting on permits.,1654,653,28778,https://twitter.com/elonmusk/status/1182089226826813440,,,
2019-10-09,Tesla software V10.0 comes with karaoke ,4156,1416,57625,https://twitter.com/elonmusk/status/1181988180326633472,,,
2019-10-06,"Customized horn & movement sounds (coconuts being one, of course) coming to Teslas soon",2635,2043,46906,https://twitter.com/elonmusk/status/1180877114226008064,,,
2019-10-02,"Over 550,000 Tesla Smart Summon uses in first few days!",2144,1468,49705,https://twitter.com/elonmusk/status/1179520622004588544,,,
2019-10-02,"Thanks, Tesla team is the strongest it’s ever been & doing an amazing job! Honored to work beside them.",214,98,3570,https://twitter.com/elonmusk/status/1179519667808768000,tesla_truth,,
2019-09-26,Tesla V10.0 just started rolling out to all US Tesla owners with FSD option & “advanced download” selected in vehicle software settings,1456,1416,24506,https://twitter.com/elonmusk/status/1177235772857970688,,,
2019-09-24,It would be pretty embarrassing to use a non-Tesla battery!,51,52,1517,https://twitter.com/elonmusk/status/1176586684751908872,flcnhvy,,
2019-09-24,"Tesla is building a major engineering team in China, incl heavy focus on software/firmware for factory & car",157,145,2317,https://twitter.com/elonmusk/status/1176585349889503233,Teslarati,,
2019-09-23,"Hoping to open in Slovakia, Croatia, Serbia & most of Eastern Europe early next year. Finally, we will do Nikola Tesla proud by having his cars in his countries of origin!",516,323,3630,https://twitter.com/elonmusk/status/1176190550854127616,Mich41V4294,,
2019-09-23,OG Roadster is def helping us out here with 826M miles by itself,66,50,1046,https://twitter.com/elonmusk/status/1176189774211608576,TeslaMiles,,
2019-09-17,New Roadster and X will come later,39,18,709,https://twitter.com/elonmusk/status/1173993398920871936,justpaulinelol,,
2019-09-16,"Feeling Lucky (Google tribute!) or Hungry are 100% intended for max enjoyment of Tesla owner. If location has destination chargers, that’s a plus, but car should only route there if location is great. This will be hit & miss initially, but should hone towards excellent over time.",193,160,2899,https://twitter.com/elonmusk/status/1173651756359634945,Teslarati,,
2019-09-15,Thanks Tesla owners. You rock!! ,770,686,17689,https://twitter.com/elonmusk/status/1173310896552185859,cleantechnica,,
2019-09-14,"However, we won’t customize the contract or engage in negotiations. That just causes the Tesla & customer legal bill to be high & drag things out. Pay for clean power, not lawyers! It makes way more sense.",495,370,12138,https://twitter.com/elonmusk/status/1172961847596576768,,,
2019-09-14,Good analysis. You can order commercial solar in literally 30 secs if you use Apple Pay at http://Tesla.com/bigsolar.,1162,504,14590,https://twitter.com/elonmusk/status/1172960999856410625,cleantechnica,,
2019-09-14,"That’s not to say that Tesla people somewhere in the world are being overzealous & possibly overstepping our core principles, which is why I’m looking into it",36,54,860,https://twitter.com/elonmusk/status/1172931367958540288,elonmusk,,
2019-09-14,"Going to early access (including all who bought FSD) Tesla owners in US next week. If US early access rollout looks good, then rest of world early access owners following week. Might be some delays in EU for regulatory approval.",90,97,855,https://twitter.com/elonmusk/status/1172920449929363456,hoofhrtd1254,,
2019-09-14,"There aren’t really meant to be “Tesla incentives”, just general price changes to reflect optimal value of product, as we sometimes get prices of some variants wrong or need to (partially) address shifts in tax incentives. Overarching principle, however, is same deal for all.",36,74,559,https://twitter.com/elonmusk/status/1172918715450454016,Teslatunity,,
2019-09-14,"Looking into this. A fundamental premise of Tesla is that everyone is offered same terms at same time, ie what you get should never be a function of bargaining.",81,109,1674,https://twitter.com/elonmusk/status/1172917021908099072,Model3Owners,,
2019-09-13,Tesla commercial solar ordering now live at http://Tesla.com/bigsolar!,1064,799,15266,https://twitter.com/elonmusk/status/1172649151282073601,,,
2019-09-12,"Yes. To be clear, Plaid powertrain is about a year away from production & applies to S,X & Roadster, but not 3 or Y. Will cost more than our current offerings, but less than competitors.",243,161,3080,https://twitter.com/elonmusk/status/1171965230127009793,emicimaz,,
2019-09-07,"Without the removal fee, Tesla Solar is unequivocally a guaranteed, instant money printer, producing $300 to $1000 per year (in after tax income!)",404,420,8667,https://twitter.com/elonmusk/status/1170431020358758401,,,
2019-09-07,"For the remainder of September, Tesla is permanently waiving the $1500 solar removal fee requirement. Note, the ability to stop monthly payments at any time remains.",324,201,8093,https://twitter.com/elonmusk/status/1170429838550650881,,,
2019-09-07,Tesla doing laps at Nerdburgering,2831,700,41664,https://twitter.com/elonmusk/status/1170395921831493632,Tesla,,
2019-09-03,"Try Tesla Insurance. Should be ~20% less than avg. Currently only in California, but expanding soon. Critical feedback much appreciated.",1295,1464,17764,https://twitter.com/elonmusk/status/1168983557299159042,,,
2019-08-30,https://twitter.com/Teslarati/status/1167410401878974465,4621,501,54572,https://twitter.com/elonmusk/status/1167438474972139521,,,
2019-08-28,"Also, u can order online at http://Tesla.com in 2 mins, have car delivered to ur doorstep &amp; return for full refund",1219,1007,14359,https://twitter.com/elonmusk/status/1166843095423574016,cleantechnica,,
2019-08-24,Where are additional Superchargers most needed?,49,719,1011,https://twitter.com/elonmusk/status/1165380692915523584,MarkMeijer10,,
